ShipmentId,OrderId,CustomerId,OriginCity,DestinationCity,ShippingCompany,WeightKg,Status,ShipDate,DeliveryDate,TrackingCode,DeliveryAttempts,SLACompliance,CustomerSatisfaction,ProcessType
3303,23746,8275,Bogotá,Medeyin,Envio Facil,"7,8",Rtrasado,2024-12-22,2025-01-20,EF-1755,3,,,manual
3304,68990,3194,Barranquilla,Medeyin,En Vio Facil,"7,8",Rtrasado,2025-01-28,2025-01-17,EF-1192,,NO,2,Manual
3305,59810,5429,Barranquilla,Bogotá,Envío Facil,0.5,En transito…,2025-01-25,2025-01-08,EF-0245,3,Si,excelente,
3306,84297,2210,Caly,Cartajena,Envío Facil,999,Entransito,2025-01-13,2024-12-21,EF-1947,3,Sí,6,Manual
3307,16223,7577,Bogotaaa,Medellin,Envio Fasil,,PENDIETE,2025-01-06,2025-01-02,EF-0170,2,No,1,manual
3308,73237,1030,Cali,Caly,Envio Fasil,"7,8",PENDIETE,2025-01-24,2025-02-09,EF-1896,4,NO,6,Manual
3309,3597,248,Cartagena,Barrankilla,Envio Facil,"7,8",Entregado,2025-01-24,2024-12-21,EF-1274,2,Sí,4,manual
3310,66677,4410,Medejin,Barranquilla,Envío Facíl,999,PENDIETE,2025-01-21,2025-01-18,EF-0894,1,,3,
3311,3659,1378,Medellin?,Bogta,Envío Facíl,pesado,En transito…,2025-02-02,2025-01-02,EF-0483,5,No,,
3312,87516,5968,Bogotaaa,Barrankila,Envío Facíl,0.5,PENDIETE,2025-01-21,2025-01-31,EF-0420,3,NO,excelente,
3313,75567,8078,Medellín,Barrankila,Envio Facil,0.5,pendiente,2025-01-01,2025-01-18,EF-0651,3,No,0,Manual
3314,16037,270,Barrankilla,Bogta,En Vio Facil,0.5,PENDIETE,2024-12-29,2025-01-05,EF-0077,3,NO,excelente,
3315,47738,7886,Barranquilla,Barrankila,Envío Facíl,-1,Entransito,2025-01-14,2025-02-18,EF-0035,2,Si,3,Automatizado
3316,72678,8079,Medellin,Medejin,Envío Facíl,"7,8",PENDIETE,2025-01-13,2025-01-23,EF-1525,3,,1,Manual
3317,13109,5655,Medeyin,Barranquilla,Envío Facil,4.5,Entransito,2025-01-22,2025-01-29,EF-1877,3,,***,manual
3318,23010,8458,Bogta,Cali,Envío Facil,-1,En transito…,2025-01-05,2025-02-13,EF-0293,5,Si,5,Automatizado
3319,9787,5812,Cali,Bogotá,En Vio Facil,"7,8",Entransito,2025-01-18,2025-02-16,EF-1516,4,NO,,manual
3320,9472,5969,Barrankila,Calli,Envio Fasil,"7,8",pendiente,2025-01-10,2025-02-10,EF-0140,1,NO,3,Manual
3321,24383,1977,Kartagena,Medeyin,Envio Facil,999,Entregadoo,2025-01-04,2025-02-22,EF-1458,,,3,Manual
3322,62709,7580,Medellin?,Medeyin,Envío Facíl,,Entransito,2025-01-16,2024-12-24,EF-1945,2,Sí,5,manual
3323,70785,2428,Bogta,Medellin?,Envio Facil,999,En transito…,2025-02-09,2025-02-06,EF-0988,1,NO,6,manual
3324,35518,9004,Cartajena,Cali,Envío Facil,0.5,En transito…,2025-01-27,2025-01-07,EF-0831,4,Si,6,Automatizado
3325,54909,9088,Medellin,Medejin,Envio Facil,0.5,Entregadoo,2024-12-23,2024-12-30,EF-0375,1,,,Automatizado
3326,19351,6946,Barranquilla,Barrankila,Envío Facil,999,pendiente,2025-01-24,2025-01-03,EF-1644,2,Si,2,Automatizado
3327,70624,6591,Bogota,Medellin?,Envio Facil,pesado,Entregado,2025-01-24,2025-02-09,EF-0504,5,Si,4,manual
3328,54330,9629,Kartagena,Medellín,Envío Facil,0.5,PENDIETE,2025-01-24,2025-02-04,EF-0466,1,NO,***,manual
3329,16282,2606,Bogta,Kartagena,Envio Facil,"7,8",Entransito,2024-12-30,2025-02-19,EF-1290,4,Si,0,manual
3330,85866,8640,Caly,Bogotaaa,Envío Facíl,,Entregado,2025-02-03,2024-12-22,EF-1850,2,,5,manual
3331,22778,837,Medejin,Medejin,Envío Facíl,pesado,Rtrasado,2025-02-09,2025-01-24,EF-0103,4,Sí,excelente,manual
3332,25264,8290,Medejin,Barranquilla,En Vio Facil,"7,8",Entregado,2024-12-24,2025-01-23,EF-1539,,,***,Manual
3333,60675,1149,Barrankila,Barrankilla,Envio Facil,"7,8",En transito…,2025-01-20,2025-02-23,EF-0709,1,No,3,Manual
3334,6075,3787,Calli,Cartajena,Envio Fasil,-1,PENDIETE,2025-01-09,2025-01-24,EF-1847,2,,3,Manual
3335,76948,1311,Bogota,Kartagena,En Vio Facil,pesado,Entregadoo,2025-01-21,2025-02-06,EF-1932,1,No,3,Automatizado
3336,49454,8567,Cartagena,Cartajena,Envio Facil,-1,PENDIETE,2025-01-06,2025-02-05,EF-1998,,NO,excelente,
3337,29365,922,Barrankilla,Barrankilla,Envio Fasil,"7,8",Entransito,2025-02-02,2024-12-31,EF-0301,3,No,3,
3338,73766,4042,Medellín,Calli,Envío Facíl,"7,8",PENDIETE,2025-01-14,2025-02-20,EF-1705,2,Sí,2,Manual
3339,49200,3874,Medellin?,Cali,Envío Facíl,-1,PENDIETE,2025-01-05,2024-12-24,EF-1376,,NO,6,manual
3340,12002,5066,Bogotaaa,Barranquilla,Envío Facíl,,Entregado,2025-01-12,2025-01-22,EF-1706,1,Sí,2,Manual
3341,14947,902,Medejin,Cartagena,Envio Fasil,,En transito…,2025-01-22,2025-01-23,EF-1569,2,No,6,manual
3342,80222,2328,Bogta,Barrankilla,Envío Facil,-1,Entregadoo,2025-01-01,2025-01-24,EF-0838,5,NO,5,Manual
3343,95840,9318,Bogotaaa,Bogta,Envio Facil,,Entregadoo,2025-01-19,2025-02-11,EF-0478,,No,6,Automatizado
3344,79610,4433,Barranquilla,Cartajena,En Vio Facil,0.5,Entransito,2025-02-01,2025-01-17,EF-1542,3,Si,0,
3345,53142,2717,Bogotá,Medellin?,En Vio Facil,pesado,Entregado,2025-01-14,2025-01-12,EF-0479,4,Sí,2,
3346,57307,1349,Calli,Bogta,Envío Facíl,,Entregado,2025-01-09,2025-02-07,EF-1922,1,Si,1,manual
3347,5493,2078,Cartagena,Bogta,Envío Facil,"7,8",Entregado,2024-12-26,2024-12-22,EF-1178,4,Sí,5,manual
3348,51085,9645,Cali,Caly,Envio Facil,0.5,Rtrasado,2025-02-05,2025-01-15,EF-0048,1,Sí,excelente,Manual
3349,35228,9875,Barrankila,Medejin,Envio Facil,pesado,Rtrasado,2025-01-31,2025-01-06,EF-1760,2,NO,4,Manual
3350,80676,509,Cali,Medellin,En Vio Facil,,PENDIETE,2025-01-28,2025-02-01,EF-1849,4,Si,2,Automatizado
3351,52875,4152,Bogotá,Kartagena,En Vio Facil,,Entransito,2024-12-22,2025-02-17,EF-1093,3,No,***,
3352,32655,7928,Medellin?,Cali,En Vio Facil,pesado,Rtrasado,2025-01-20,2025-01-28,EF-1198,1,NO,2,manual
3353,44472,3249,Barrankilla,Kartagena,Envio Facil,,En transito…,2025-01-02,2025-01-15,EF-1456,4,Sí,1,Manual
3354,50437,5966,Bogotá,Medeyin,En Vio Facil,-1,Entregado,2025-02-05,2025-01-11,EF-0553,1,No,4,Manual
3355,50416,9956,Cali,Barranquilla,Envio Facil,pesado,Entregado,2024-12-25,2025-01-11,EF-0107,5,Sí,1,manual
3356,60711,9892,Kartagena,Cali,Envío Facíl,pesado,Entregado,2025-01-05,2025-02-16,EF-1552,5,Sí,3,Automatizado
3357,7816,6612,Medejin,Medejin,Envío Facil,"7,8",Entregadoo,2025-01-07,2025-01-18,EF-1204,4,No,3,manual
3358,78175,5065,Cartagena,Medellín,En Vio Facil,999,Entransito,2025-01-02,2024-12-30,EF-0780,5,,3,manual
3359,65307,215,Barrankilla,Bogotá,Envio Facil,pesado,En transito…,2024-12-22,2025-01-14,EF-0271,3,No,5,Automatizado
3360,47733,805,Cali,Bogotá,Envío Facíl,999,Entregadoo,2025-01-03,2025-01-10,EF-0213,4,NO,3,manual
3361,96028,9773,Barranquilla,Bogotaaa,Envio Fasil,4.5,Rtrasado,2025-01-20,2025-02-19,EF-0357,2,No,,manual
3362,12240,5108,Bogota,Medeyin,Envío Facíl,,En transito…,2024-12-31,2025-01-28,EF-1557,4,NO,5,Manual
3363,99234,8206,Cali,Barrankilla,Envío Facil,999,pendiente,2025-01-26,2024-12-26,EF-1945,2,Si,5,Automatizado
3364,93493,9286,Caly,Calli,Envío Facíl,"7,8",pendiente,2024-12-27,2024-12-21,EF-0721,5,No,***,
3365,99344,9959,Kartagena,Medellín,En Vio Facil,999,Entregado,2024-12-30,2025-01-17,EF-0968,4,Si,1,Automatizado
3366,72363,6612,Barrankilla,Bogotaaa,En Vio Facil,0.5,Entregadoo,2025-02-09,2024-12-31,EF-0926,3,No,4,Automatizado
3367,33762,8805,Medellin,Bogotá,Envio Fasil,999,Entransito,2024-12-23,2025-01-28,EF-1825,5,NO,3,Manual
3368,9259,4320,Medellin,Cartajena,Envio Facil,999,PENDIETE,2024-12-27,2025-01-07,EF-0962,,Si,,
3369,51139,8707,Barrankila,Medellín,Envío Facíl,4.5,Rtrasado,2025-01-01,2025-01-09,EF-1825,5,,5,Automatizado
3370,15849,4866,Barranquilla,Calli,Envio Fasil,pesado,Entregadoo,2025-01-16,2025-02-16,EF-1780,5,No,2,manual
3371,82768,5020,Kartagena,Cali,En Vio Facil,0.5,Entregado,2025-01-18,2025-02-08,EF-1180,2,NO,0,manual
3372,90709,8035,Bogota,Calli,Envio Facil,999,Entregado,2025-01-03,2025-01-30,EF-1114,2,NO,0,manual
3373,55869,2049,Barrankilla,Medeyin,Envio Facil,0.5,pendiente,2025-01-28,2025-01-07,EF-0809,3,Sí,6,
3374,64095,2153,Bogotaaa,Bogta,Envío Facil,0.5,Entransito,2025-01-02,2025-01-23,EF-1921,2,NO,1,Automatizado
3375,71910,8780,Medeyin,Medellin,En Vio Facil,0.5,En transito…,2025-01-09,2025-02-23,EF-1087,,NO,4,Automatizado
3376,87710,2969,Kartagena,Bogota,Envio Facil,"7,8",Entransito,2025-01-08,2025-01-16,EF-1443,1,No,6,Automatizado
3377,24567,3246,Bogta,Bogota,Envío Facil,"7,8",Entregado,2025-01-09,2025-01-19,EF-1456,1,Si,5,
3378,36292,7794,Barranquilla,Medellin,Envío Facil,0.5,En transito…,2025-01-18,2024-12-21,EF-0491,4,No,1,Manual
3379,75813,7040,Caly,Medellin?,En Vio Facil,4.5,Entregado,2025-01-02,2025-01-30,EF-1063,,No,excelente,Manual
3380,98136,5266,Cartagena,Bogta,Envio Facil,,PENDIETE,2025-01-22,2025-02-20,EF-0148,,,0,
3381,52631,2615,Bogotaaa,Barranquilla,Envio Facil,-1,Rtrasado,2025-01-03,2024-12-21,EF-1869,,,6,manual
3382,10885,2589,Cartajena,Kartagena,Envío Facíl,,PENDIETE,2025-01-13,2024-12-25,EF-0479,5,No,5,manual
3383,60659,6124,Bogta,Bogta,Envio Facil,"7,8",En transito…,2025-01-26,2025-02-06,EF-0166,1,,***,Automatizado
3384,55306,8695,Kartagena,Bogta,Envío Facil,4.5,pendiente,2025-01-20,2024-12-25,EF-0023,2,Sí,0,Automatizado
3385,67314,963,Bogota,Barranquilla,Envio Fasil,4.5,Entregadoo,2025-01-12,2025-01-15,EF-0908,3,NO,3,Automatizado
3386,66087,7741,Bogotaaa,Bogotá,En Vio Facil,pesado,Entransito,2025-01-28,2025-02-07,EF-1286,2,No,3,Manual
3387,30165,1015,Kartagena,Bogta,Envio Fasil,"7,8",pendiente,2025-02-04,2025-02-19,EF-0728,5,Si,***,manual
3388,59929,6455,Medellín,Cartagena,Envio Facil,4.5,Entransito,2025-02-01,2024-12-23,EF-1122,5,,0,manual
3389,68028,1077,Bogotá,Caly,Envío Facil,4.5,Entregado,2024-12-24,2025-01-28,EF-1505,1,Sí,6,Manual
3390,96998,7373,Caly,Medeyin,Envio Fasil,,Rtrasado,2024-12-30,2025-02-07,EF-0519,1,,0,
3391,50812,7273,Medellin,Cartagena,En Vio Facil,4.5,Entregado,2025-01-05,2025-01-03,EF-1843,2,Sí,5,Automatizado
3392,51500,4998,Cartagena,Bogotaaa,Envío Facíl,4.5,Rtrasado,2025-01-20,2025-01-09,EF-0270,4,Sí,4,
3393,80151,7189,Medejin,Cartajena,Envio Fasil,999,Rtrasado,2025-01-16,2025-02-16,EF-1764,2,Sí,5,
3394,59643,5239,Medejin,Bogota,Envío Facíl,0.5,Rtrasado,2025-01-20,2025-02-02,EF-0016,,No,excelente,Automatizado
3395,45900,9971,Barranquilla,Medellín,Envio Facil,999,Entregadoo,2024-12-26,2024-12-29,EF-1774,1,NO,3,
3396,43946,6524,Barrankilla,Caly,Envio Facil,,pendiente,2025-01-21,2025-02-21,EF-1687,,No,5,
3397,8851,9595,Calli,Medejin,En Vio Facil,,En transito…,2025-01-12,2025-02-20,EF-1298,4,NO,2,Automatizado
3398,17288,3023,Medellin?,Medejin,Envío Facíl,0.5,Entransito,2025-01-31,2024-12-26,EF-0221,,Si,2,
3399,73692,5487,Cartagena,Medeyin,Envío Facíl,,Entransito,2025-01-05,2025-02-01,EF-1927,4,,***,manual
3400,68580,3485,Barrankila,Barrankilla,En Vio Facil,pesado,Entregadoo,2025-02-04,2025-02-22,EF-1604,1,No,excelente,manual
3401,8368,7633,Cartagena,Medellin,Envio Fasil,-1,En transito…,2025-01-25,2025-02-02,EF-1305,2,,5,
3402,86436,6374,Barranquilla,Bogotá,En Vio Facil,pesado,Entregadoo,2025-01-09,2024-12-25,EF-0545,3,,6,
3403,97136,5026,Caly,Cali,Envio Facil,"7,8",Entregadoo,2025-01-24,2025-01-02,EF-0563,1,Si,excelente,Automatizado
3404,47403,3864,Cartajena,Medeyin,Envío Facíl,-1,PENDIETE,2025-01-08,2025-01-04,EF-1815,2,,5,
3405,92170,697,Cartajena,Medellín,Envío Facil,,PENDIETE,2025-01-04,2025-01-23,EF-0818,3,NO,3,
3406,10168,7841,Barrankilla,Cartajena,Envío Facil,,PENDIETE,2025-01-12,2025-02-14,EF-1685,,No,2,Manual
3407,87497,4843,Bogotá,Caly,Envio Facil,pesado,En transito…,2025-01-14,2025-01-19,EF-0999,5,Si,2,Automatizado
3408,50879,5256,Bogotá,Calli,Envío Facíl,"7,8",Entregadoo,2025-01-03,2025-02-14,EF-0575,5,NO,5,
3409,60871,331,Bogta,Cali,Envío Facíl,999,Entregado,2024-12-29,2025-01-14,EF-1941,5,NO,,Manual
3410,90388,5643,Medejin,Barranquilla,En Vio Facil,"7,8",En transito…,2025-02-01,2025-02-05,EF-0122,3,Si,,manual
3411,99646,1057,Calli,Medeyin,Envio Fasil,pesado,PENDIETE,2024-12-23,2025-01-17,EF-1392,4,Si,6,manual
3412,33174,8912,Caly,Cartagena,En Vio Facil,pesado,PENDIETE,2025-02-01,2025-01-26,EF-0539,5,,4,manual
3413,93491,8421,Bogotaaa,Kartagena,Envío Facil,-1,En transito…,2025-01-17,2025-01-25,EF-1233,5,Sí,,manual
3414,7581,6347,Medeyin,Medellin,Envío Facíl,0.5,En transito…,2025-01-24,2024-12-21,EF-1013,4,NO,3,Automatizado
3415,72853,4804,Kartagena,Medellin?,Envio Fasil,"7,8",Entregadoo,2025-01-19,2025-01-14,EF-0154,3,NO,6,manual
3416,65046,9652,Cartagena,Cali,En Vio Facil,"7,8",pendiente,2025-01-16,2025-01-30,EF-1299,3,Sí,,
3417,50678,1758,Kartagena,Calli,Envio Fasil,0.5,Entregado,2025-01-13,2025-02-13,EF-1249,4,NO,***,Manual
3418,27649,215,Barrankila,Bogotá,Envío Facil,pesado,Rtrasado,2025-01-26,2025-02-15,EF-0058,1,No,6,
3419,89668,3805,Medellín,Medellín,Envio Fasil,999,En transito…,2024-12-30,2024-12-23,EF-0763,4,,1,Automatizado
3420,83325,1807,Cali,Barrankilla,Envío Facíl,0.5,Rtrasado,2025-01-11,2024-12-28,EF-0240,2,,***,Automatizado
3421,15567,6135,Bogotaaa,Bogotaaa,Envio Fasil,0.5,Entransito,2025-02-01,2025-02-06,EF-1524,2,No,***,Automatizado
3422,81404,2216,Barrankilla,Medellin,Envio Fasil,4.5,En transito…,2025-01-26,2025-02-17,EF-1287,1,Sí,1,Automatizado
3423,90906,3774,Barrankilla,Cali,En Vio Facil,"7,8",Entregado,2024-12-24,2025-01-25,EF-0991,,Si,2,Manual
3424,97019,7474,Barrankilla,Medellin?,Envio Fasil,pesado,Entregadoo,2024-12-28,2025-02-13,EF-1255,1,NO,6,manual
3425,62944,3991,Barrankilla,Bogotá,Envio Fasil,4.5,En transito…,2025-01-13,2025-01-30,EF-0399,2,NO,***,Manual
3426,79002,6606,Cartajena,Bogta,Envío Facil,-1,pendiente,2025-01-22,2025-02-17,EF-1090,4,Si,6,
3427,29803,1288,Barrankila,Barrankila,Envio Fasil,4.5,pendiente,2025-01-13,2025-01-23,EF-0450,3,Si,0,Automatizado
3428,19230,1561,Barranquilla,Cali,En Vio Facil,999,Rtrasado,2025-01-06,2025-01-19,EF-1233,2,Sí,0,Manual
3429,18862,4673,Caly,Kartagena,En Vio Facil,4.5,pendiente,2024-12-26,2025-02-20,EF-0482,4,NO,3,
3430,44355,5494,Bogotá,Medellín,Envío Facíl,pesado,Rtrasado,2025-01-03,2025-02-13,EF-0431,,Si,,Manual
3431,32259,7306,Bogta,Bogotá,Envío Facil,0.5,Entransito,2024-12-31,2025-01-11,EF-0046,2,NO,6,Automatizado
3432,88445,7519,Cali,Medellín,Envio Facil,pesado,PENDIETE,2024-12-23,2025-01-11,EF-1881,3,No,excelente,Manual
3433,31795,8867,Medellin,Barrankila,Envío Facíl,"7,8",Entransito,2025-01-06,2025-01-02,EF-1739,,Si,2,Automatizado
3434,9770,9681,Caly,Bogta,Envio Fasil,-1,Entregadoo,2024-12-22,2025-01-12,EF-1580,2,Sí,6,manual
3435,12093,8720,Medellín,Medellin,Envío Facil,999,pendiente,2024-12-27,2025-01-07,EF-0649,2,Sí,0,manual
3436,47571,1386,Medeyin,Medejin,Envío Facíl,-1,Entregadoo,2025-01-09,2025-01-03,EF-1095,3,NO,5,Automatizado
3437,1193,3614,Bogotá,Bogotaaa,En Vio Facil,-1,PENDIETE,2025-01-23,2025-01-21,EF-1803,5,NO,3,Manual
3438,18569,5686,Cali,Cartajena,Envío Facil,999,Entregado,2025-01-18,2025-01-19,EF-1651,2,Sí,***,
3439,12190,3736,Medellin?,Medejin,Envío Facil,"7,8",Entregado,2024-12-26,2025-01-08,EF-0568,2,NO,1,Manual
3440,63824,1973,Caly,Medellin?,Envio Fasil,0.5,Entregado,2025-01-02,2025-02-06,EF-0132,2,Sí,1,
3441,43752,5615,Medellin?,Medellin,Envío Facil,pesado,Rtrasado,2025-01-20,2024-12-25,EF-0381,1,,,Automatizado
3442,33327,2758,Bogta,Medellin,Envío Facil,0.5,Rtrasado,2025-01-07,2025-01-28,EF-0293,1,Sí,,
3443,43070,6107,Cali,Kartagena,Envio Facil,0.5,Entregado,2025-01-09,2025-02-01,EF-0858,3,,6,Automatizado
3444,86925,5279,Medeyin,Medellin?,Envio Fasil,pesado,PENDIETE,2025-01-30,2025-01-08,EF-0885,4,No,***,
3445,41197,9654,Medellin,Barranquilla,Envío Facil,"7,8",Entransito,2025-02-01,2025-01-28,EF-1314,,No,3,Automatizado
3446,3261,6924,Bogta,Medeyin,Envío Facil,pesado,En transito…,2025-01-15,2025-02-17,EF-1360,1,No,6,
3447,94905,5620,Medellin,Caly,Envio Facil,-1,Rtrasado,2025-01-25,2025-02-10,EF-1641,3,Si,2,
3448,27512,3491,Medejin,Cali,Envio Facil,"7,8",Entransito,2024-12-30,2025-02-08,EF-1071,1,Sí,5,
3449,7716,9410,Medejin,Bogota,En Vio Facil,,Entransito,2025-01-22,2024-12-30,EF-0030,,,***,manual
3450,87795,3724,Barrankilla,Calli,Envio Fasil,,Entregado,2025-01-29,2025-01-04,EF-1654,4,,3,Automatizado
3451,29933,3704,Kartagena,Medellin?,Envio Facil,,Entregadoo,2025-01-28,2025-02-18,EF-1070,1,,2,Manual
3452,5378,9198,Calli,Bogta,Envío Facil,-1,Entregado,2025-01-05,2025-01-24,EF-0848,5,Sí,3,Automatizado
3453,41583,6189,Cartagena,Medellin?,Envio Facil,999,En transito…,2025-02-04,2025-01-24,EF-1606,4,No,2,
3454,86371,2866,Medellin?,Medeyin,Envío Facíl,999,Entregado,2025-02-05,2024-12-21,EF-1569,4,Si,1,Automatizado
3455,30033,8796,Calli,Medejin,En Vio Facil,4.5,En transito…,2025-01-27,2025-02-05,EF-1074,1,Sí,6,Manual
3456,25000,7340,Cali,Barrankila,En Vio Facil,"7,8",Entregadoo,2025-01-16,2025-02-21,EF-1807,,Si,4,Manual
3457,76868,8985,Medeyin,Medellin?,Envio Fasil,"7,8",Entransito,2025-01-21,2025-01-07,EF-0788,1,Si,,
3458,43604,7095,Barrankila,Calli,En Vio Facil,pesado,Rtrasado,2025-01-20,2025-01-15,EF-1484,2,Si,***,Manual
3459,69336,4307,Medellín,Cali,Envio Fasil,"7,8",Entransito,2024-12-23,2025-02-18,EF-0895,2,Sí,4,
3460,96074,3480,Cartajena,Calli,Envío Facíl,pesado,Entregadoo,2024-12-28,2025-01-07,EF-0088,4,No,6,Automatizado
3461,96655,2412,Bogota,Bogotaaa,Envío Facil,4.5,En transito…,2025-01-20,2025-02-21,EF-1064,2,No,2,manual
3462,74869,8278,Barrankila,Barranquilla,Envío Facíl,pesado,Rtrasado,2025-01-23,2025-01-30,EF-0544,2,NO,0,Automatizado
3463,6410,9934,Bogotá,Medejin,Envio Fasil,,PENDIETE,2025-02-07,2025-02-01,EF-0489,2,,2,manual
3464,84375,7801,Bogotá,Barrankila,Envio Fasil,pesado,Rtrasado,2025-01-29,2025-01-27,EF-0097,,,excelente,
3465,57044,813,Cali,Medellín,Envio Fasil,pesado,En transito…,2025-02-06,2025-01-16,EF-0624,5,No,5,Manual
3466,64315,1068,Barrankila,Bogota,Envío Facil,pesado,En transito…,2025-01-28,2025-02-07,EF-0750,2,,***,Automatizado
3467,97055,1011,Cali,Medeyin,Envio Fasil,"7,8",pendiente,2025-01-10,2025-02-14,EF-0524,,No,5,Manual
3468,72344,5062,Barranquilla,Medejin,Envío Facíl,0.5,Rtrasado,2025-01-09,2025-02-07,EF-0271,2,Si,0,Manual
3469,7796,4377,Calli,Bogotá,Envío Facil,0.5,pendiente,2024-12-30,2025-01-30,EF-1211,5,NO,1,Automatizado
3470,87716,1944,Bogotá,Barrankilla,Envío Facíl,-1,Rtrasado,2025-01-12,2025-02-18,EF-0700,1,,5,Manual
3471,55245,2456,Barranquilla,Caly,Envío Facil,0.5,En transito…,2025-01-22,2025-02-14,EF-0584,4,Si,3,Automatizado
3472,44056,7812,Bogota,Kartagena,Envio Fasil,-1,Entregadoo,2025-01-20,2025-02-20,EF-1796,3,,6,Manual
3473,18709,8913,Medellin,Medellin?,Envío Facil,"7,8",Rtrasado,2024-12-27,2025-02-20,EF-0027,1,NO,5,
3474,59557,7396,Medellín,Medellin,Envio Facil,,Entregado,2025-01-07,2025-01-31,EF-1125,5,Sí,2,
3475,18543,5623,Barranquilla,Medellin?,Envío Facíl,0.5,Rtrasado,2025-01-27,2025-01-17,EF-1466,5,NO,2,Automatizado
3476,38418,5289,Barranquilla,Bogta,Envio Facil,0.5,Entregadoo,2025-01-05,2025-01-26,EF-0693,4,Si,6,Automatizado
3477,95611,6808,Medellin?,Cartagena,Envio Facil,999,Entregadoo,2024-12-28,2025-01-09,EF-0974,2,NO,excelente,
3478,97038,9917,Caly,Cartajena,Envio Fasil,999,Rtrasado,2025-01-04,2025-01-24,EF-1019,3,Si,6,Automatizado
3479,17724,1669,Medejin,Barrankilla,Envio Fasil,4.5,En transito…,2025-01-10,2025-02-12,EF-0551,3,NO,3,Manual
3480,4828,2875,Medeyin,Barrankila,Envio Facil,999,Rtrasado,2025-01-20,2024-12-26,EF-1423,3,,,Automatizado
3481,18087,1713,Cartajena,Bogotaaa,Envío Facil,-1,Rtrasado,2025-01-08,2025-01-08,EF-0275,1,NO,4,Manual
3482,13605,5076,Calli,Calli,Envio Fasil,-1,Entransito,2025-01-12,2024-12-28,EF-0629,5,NO,1,
3483,32337,1651,Calli,Medellin,Envío Facíl,4.5,Entransito,2025-01-15,2025-02-06,EF-0014,3,No,2,
3484,6482,4854,Barrankila,Medeyin,Envio Facil,,PENDIETE,2025-01-14,2025-01-05,EF-1351,,NO,***,Manual
3485,66333,3207,Medeyin,Medellin,Envío Facíl,pesado,En transito…,2025-01-21,2025-01-13,EF-1926,3,,,Manual
3486,93541,3324,Bogta,Medellín,Envío Facíl,pesado,pendiente,2025-02-08,2025-01-14,EF-1954,2,Si,3,Automatizado
3487,89296,1953,Kartagena,Cartajena,Envío Facíl,4.5,Rtrasado,2025-01-08,2025-01-02,EF-0728,1,Sí,6,Automatizado
3488,51952,1812,Kartagena,Cartajena,Envio Facil,4.5,Rtrasado,2025-01-24,2025-01-19,EF-1661,,Sí,0,Manual
3489,6463,3475,Bogta,Bogotá,En Vio Facil,,pendiente,2025-01-08,2024-12-29,EF-0793,,Sí,4,Automatizado
3490,71448,8947,Medeyin,Barranquilla,Envio Fasil,,Entregado,2025-01-04,2025-02-21,EF-1449,5,Sí,***,Manual
3491,5648,2249,Kartagena,Barranquilla,Envío Facíl,"7,8",PENDIETE,2024-12-25,2025-01-29,EF-1625,4,Si,6,Manual
3492,34623,1024,Cartajena,Kartagena,Envio Facil,pesado,PENDIETE,2024-12-28,2024-12-27,EF-1842,2,Si,6,
3493,60156,3230,Barrankila,Kartagena,En Vio Facil,"7,8",Entregado,2024-12-28,2025-01-21,EF-0111,2,Sí,5,Manual
3494,36634,1281,Bogota,Medellin?,Envio Facil,0.5,pendiente,2024-12-22,2025-02-19,EF-1615,2,NO,excelente,manual
3495,45602,5499,Cali,Barrankilla,Envio Fasil,-1,En transito…,2025-01-30,2025-02-18,EF-1706,3,NO,5,Manual
3496,50334,692,Medejin,Barrankilla,Envio Facil,-1,pendiente,2025-01-14,2025-02-09,EF-0323,4,No,***,Automatizado
3497,69648,4964,Cali,Caly,Envío Facil,,Entregadoo,2025-01-22,2025-01-29,EF-0868,1,Si,4,Manual
3498,23054,7402,Bogotá,Medellin,Envío Facil,pesado,pendiente,2024-12-31,2024-12-31,EF-1474,5,No,4,manual
3499,71028,8466,Barrankilla,Medellin,Envío Facíl,pesado,Entransito,2024-12-30,2025-01-05,EF-1558,1,,2,manual
3500,23207,3560,Medejin,Bogotaaa,Envio Facil,"7,8",En transito…,2025-01-29,2025-01-14,EF-1692,,Si,6,manual
3501,81650,8762,Bogota,Barranquilla,Envio Facil,4.5,PENDIETE,2024-12-24,2025-01-21,EF-1888,2,Sí,0,Manual
3502,82554,4882,Cartagena,Bogotaaa,Envío Facíl,4.5,En transito…,2025-02-03,2024-12-30,EF-0871,4,Sí,***,Automatizado
3503,22386,528,Barrankila,Cartajena,Envío Facíl,,Entransito,2025-01-25,2025-02-15,EF-0217,1,No,0,
3504,84276,9168,Medellin,Cartagena,En Vio Facil,999,Entregadoo,2024-12-26,2025-01-30,EF-0513,1,Si,excelente,manual
3505,60518,4874,Bogta,Cartajena,Envio Facil,-1,Rtrasado,2024-12-28,2025-02-23,EF-1964,2,NO,6,Manual
3506,53781,4516,Kartagena,Bogotá,Envio Fasil,4.5,Rtrasado,2025-01-02,2025-01-21,EF-0407,,Si,3,
3507,53780,9579,Cali,Bogotaaa,Envio Fasil,0.5,Rtrasado,2025-01-13,2025-02-06,EF-1797,,No,1,Automatizado
3508,62440,9895,Medellin,Kartagena,Envio Fasil,pesado,Entregadoo,2025-01-15,2025-02-12,EF-1648,2,No,2,
